GRB,EP,Instrument,RA_deg,Dec_deg,Error_deg,po_CircularID,TriggerDate,TriggerTime,time_CircularID,T90_s,T90_err_s,T90_CircularID,GRBType,CircularID,EnergyBand,redshift,z_CircularID,Comment,CircularType
GRB 250424A,,"AstroSat/CZTI, CALET, Swift/BAT, EIRSAT-1/GMOD, SVOM/GRM, Konus-Wind",217.528,-35.025,0.0166666666666666,40255,2025-04-24,06:52:04.323000,40298,13.5,0.8,40298.0,L,"40231, 40298, 40224, 40255, 40249, 40252, 40243","20-200 keV, 15-150 keV, 15-5000 keV",0.31,"40461, 40228, 40252, 40243",,"Detection, Gamma-ray, Timing; Detection, Refined Localization, Gamma-ray, Timing, Observation; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Redshift, Observation; Detection, Gamma-ray, Spectroscopy, Timing, Redshift, Observation"
GRB 250421B,,AstroSat/CZTI,,,,40199,2025-04-21,21:59:57.060000,40199,17.0,1.0,40199.0,L,40199,20-200 keV,,,,"Detection, Timing"
GRB 250421A,,"Fermi/GBM, AstroSat/CZTI",249.1,-59.9,3.8,40191,2025-04-21,10:38:31,40191,5.6,3.3,40214.0,"L?, L","40191, 40214",20-200 keV,,,,"Detection, Localization, Gamma-ray; Detection, Gamma-ray, Timing"
GRB 250416C,EP250416a,"Konus-Wind, SVOM/GRM",256.4228,25.7755,0.0055555555555555,40184,2025-04-16,17:53:47,40167,8.0,4.0,40184.0,L,"40167, 40184","20-400 keV, 15-5000 keV","0.963, 0.72","40219, 40160",,"Detection, Gamma-ray, X-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation"
GRB 250416B,,Fermi/GBM,103.8,-62.2,1.0,40150,2025-04-16,15:46:42,40150,,,,L?,40150,,,,,"Detection, Localization, Gamma-ray"
GRB 250416A,,Fermi/GBM,323.8,70.5,1.0,40149,2025-04-16,14:06:21,40149,,,,L?,40149,,,,likely due to distant particles.,"Detection, Localization, Gamma-ray"
GRB 250413A,,AstroSat/CZTI,,,,40144,2025-04-13,02:40:16.240000,40144,75.0,17.0,40144.0,L,40144,20-200 keV,,,,"Detection, Gamma-ray, Timing"
GRB 250412A,,AstroSat/CZTI,,,,40142,2025-04-12,18:06:07.500000,40142,6.9,2.9,40142.0,L,40142,20-200 keV,,,,"Detection, Gamma-ray, Timing"
GRB 250411A,,Fermi/GBM,245.7,-13.9,3.4,40136,2025-04-11,18:17:09,40136,,,,L?,40136,,,,,"Detection, Localization, Gamma-ray"
GRB 250407A,,"GRBAlpha, Fermi/GBM, Konus-Wind, SVOM/GRM, IPN",110.3,42.0,1.0,40104,2025-04-07,15:48:13,40120,11.1,0.3,40120.0,"L, L?","40237, 40114, 40121, 40104, 40177, 40105, 40120, 40127","10-1000 keV, 15-5000 keV",1.36,"40175, 40177",,"Detection, Gamma-ray, Radio, Timing, Observation; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing; Detection, Gamma-ray, X-ray, Optical, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray; Detection, Gamma-ray, Spectroscopy, Redshift, Observation; Detection, Localization, Gamma-ray, Spectroscopy; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, X-ray, Optical, Timing"
GRB 250406B,,"IPN, Konus-Wind",316.521,45.187,,40106,2025-04-06,05:56:40,40106,0.24,,40107.0,S,"40106, 40107",,,,,"Detection, Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Upper Limit, Observation"
GRB 250406A,,"Fermi/GBM, AstroSat/CZTI",6.2,-63.2,1.0,40094,2025-04-06,14:38:11,40094,17.0,4.0,40100.0,"L?, L","40094, 40100",20-200 keV,,,,"Detection, Localization, Gamma-ray; Detection, Gamma-ray, Timing"
GRB 250404B,,"AstroSat/CZTI, IPN",273.629,-2.251,,40630,2025-04-04,18:36:08.400000,40078,0.79,0.05,40078.0,S,"40078, 40630",20-200 keV,,,,"Detection, Timing; Detection, Localization, Gamma-ray, Spectroscopy, Timing"
GRB 250404A,EP250404a,"GRBAlpha, Konus-Wind, Fermi/GBM",123.4,34.1,1.2,40050,2025-04-04,14:19:46,40050,105.0,,40087.0,"L, L?","40236, 40087, 40050, 40067",10-1000 keV,"2.63, 2.627, 1.88","40071, 40061, 40084, 40087, 41787",,"Detection, Gamma-ray, X-ray, Radio, Timing, Observation; Detection, Gamma-ray, X-ray, Spectroscopy, Timing, Redshift, Upper Limit, Observation; Detection, Localization, Gamma-ray; Detection, Gamma-ray, Spectroscopy, Timing"
GRB 250402B,,AstroSat/CZTI,,,,40016,2025-04-02,09:13:57.650000,40016,0.93,0.23,40016.0,S,40016,20-200 keV,,,,"Detection, Timing"
GRB 250331E,,"SVOM/GRM, Fermi/GBM",196.6,-27.7,14.0,39988,2025-03-31,22:46:32,39988,12.0,2.0,40007.0,L?,"40007, 39988",15-5000 keV,,,,"Detection, Localization, Gamma-ray, Optical, Timing, Observation; Detection, Localization, Gamma-ray"
GRB 250331D,,"Swift/BAT, Fermi/GBM",48.52543,62.30596,0.0833333333333333,39979,2025-03-31,05:49:17,39979,9.0,,40004.0,L?,"39979, 40004, 39961",10-1000 keV,,,,"Detection, Localization, Gamma-ray, X-ray, Optical, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray"
GRB 250331C,,Swift/BAT,80.963,33.068,0.0333333333333333,40057,2025-03-31,04:37:40,39959,25.0,,39959.0,,"39959, 40057",15-150 keV,,,,"Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing"
GRB 250331B,,Swift/BAT,71.377,43.794,0.0433333333333333,40056,2025-03-31,04:19:43,39958,8.0,,39958.0,,"39958, 40056",15-150 keV,,,,"Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing, Upper Limit; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing"
GRB 250331A,,MAXI/GSC,124.987,-18.636,0.25,39956,2025-03-31,01:40:54,39956,,,,,39956,,,,,"Detection, Localization, X-ray, Upper Limit"
GRB 250330B,,"GRBAlpha, SVOM/GRM, EIRSAT-1/GMOD, Fermi/GBM",114.1,13.3,3.1,39951,2025-03-30,21:52:21.700000,40235,1.0,,40235.0,"S, S?","40235, 39993, 39989, 39951",15-5000 keV,,,,"Detection, Gamma-ray, Radio, Timing, Observation; Detection, Localization, Gamma-ray, Optical, Timing, Observation; Detection, Gamma-ray; Detection, Localization, Gamma-ray"
GRB 250330A,,"Swift/BAT, Fermi/GBM",252.685,-86.875,0.0166666666666666,40055,2025-03-30,06:07:38,39938,10.0,,39938.0,L?,"39938, 39964, 39944, 40055","10-1000 keV, 15-150 keV",,,,"Detection, Gamma-ray, X-ray, Optical, Timing; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, X-ray; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing"
GRB 250327A,,"Swift/BAT, Fermi/GBM",248.209,61.61,0.0366666666666666,39987,2025-03-27,07:30:04,39877,40.0,,39877.0,L?,"39877, 39876, 39987, 39882","15-150 keV, 10-1000 keV",,,,"Detection, Gamma-ray, X-ray, Timing; Detection, Localization, Gamma-ray; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 250322B,,"NuSTAR, AstroSat/CZTI, GRBAlpha, IPN",319.668,-24.964,,39872,2025-03-22,20:07:15,39872,77.5,,39999.0,L,"39857, 39848, 39999, 39872",20-200 keV,,,,"Detection; Detection, Timing; Detection, Radio, Timing, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing"
GRB 250322A,,"Swift/BAT, AstroSat/CZTI, Konus-Wind",106.775,7.197,0.025,39867,2025-03-22,16:06:12,39835,1.0,,39835.0,S,"39867, 39835, 39849, 39873","15-150 keV, 20-200 keV","0.4215, 0.42","39859, 39852, 40036, 39873",,"Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing; Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Redshift, Observation"
GRB 250321D,EP250321a,IPN,176.654,10.352,11.845,40129,2025-03-21,06:13:25,40129,,,,L,40129,,4.368,"39812, 39809, 39870, 39836",,"Detection, Localization, Gamma-ray, X-ray, Spectroscopy, Timing"
GRB 250321C,,Fermi/GBM,89.3,-28.5,5.0,39825,2025-03-21,21:47:36,39825,,,,L?,39825,,,,,"Detection, Localization, Gamma-ray"
GRB 250321A,,"Swift/BAT, Fermi/GBM",295.1,21.055,0.03,39821,2025-03-21,00:42:38,39794,6.21,1.36,39821.0,L?,"39821, 39793, 39794, 39795","15-150 keV, 10-1000 keV",,,,"Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray; Detection, Gamma-ray, X-ray, Optical, Timing; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 250320B,,"Fermi/GBM, NuSTAR, SVOM/GRM, AstroSat/CZTI, Fermi/LAT",244.66,-30.37,0.3,39819,2025-03-20,23:15:22,39792,86.5,1.0,39813.0,"L?, L","39792, 39826, 39813, 39808, 39823, 39819","15-5000 keV, 20-200 keV, 10-1000 keV",,,,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Optical, Timing, Observation; Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Gamma-ray, Observation"
GRB 250320A,,"NuSTAR, Fermi/GBM",263.0,47.3,1.2,39789,2025-03-20,06:05:44,39789,,,,"L, L?","39824, 39789",,,,,"Detection, Localization, Gamma-ray, Timing; Detection, Localization, Gamma-ray"
GRB 250319B,,Fermi/GBM,246.18,-70.9,3.18,39783,2025-03-19,05:07:28.910000,39783,,,,S?,39783,,,,,"Detection, Localization, Gamma-ray"
GRB 250319A,,Fermi/GBM,335.24,-62.32,6.84,39782,2025-03-19,04:52:59.460000,39782,,,,L?,39782,,,,,"Detection, Localization, Gamma-ray"
GRB 250317D,,EIRSAT-1/GMOD,,,,39781,2025-03-17,19:47:53.500000,39781,,,,,39781,,,,,"Detection, Gamma-ray"
GRB 250317C,,"AstroSat/CZTI, GECAM-B, SVOM/GRM",320.42,-16.07,8.59,39768,2025-03-17,17:31:21.700000,39768,23.0,4.0,39768.0,L,"39771, 39768, 39775","20-200 keV, 40-6000 keV, 15-5000 keV",,,,"Detection, Timing; Detection, Localization, Refined Localization, Timing; Detection, Localization, Gamma-ray, Optical, Timing, Observation"
GRB 250317A,,Fermi/GBM,148.2,-25.4,6.3,39748,2025-03-17,00:05:29,39748,,,,L?,39748,,,,,"Detection, Localization, Gamma-ray"
GRB 250316A,,"Swift/BAT, Fermi/GBM",219.63,14.886,0.0833333333333333,39744,2025-03-16,08:59:57,39741,38.7,,39751.0,L?,"39744, 39741, 39751",10-1000 keV,,,,"Detection, Localization, Gamma-ray, X-ray, Optical, Observation; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 250315A,EP250315a,Fermi/GBM,,,,39740,2025-03-15,05:58:16,39740,32.0,,39740.0,,39740,,,,,"Detection, Localization, Refined Localization, Gamma-ray, Optical, Spectroscopy, Timing"
GRB 250313B,,SVOM/GRM,,,,39717,2025-03-13,17:52:11.100000,39717,0.45,0.27,39717.0,S,39717,15-2000 keV,,,,"Detection, Gamma-ray, Timing, Observation"
GRB 250313A,,"Fermi/LAT, Fermi/GBM, GRBAlpha, CALET, SVOM/GRM, Konus-Wind, AstroSat/CZTI",274.6,45.3,0.1,39704,2025-03-13,14:34:30.530000,39725,10.1,0.5,39725.0,"L, L?","39711, 39704, 39786, 39703, 39725, 39716, 39726, 39721, 39714","15-5000 keV, 10-1000 keV, 20-200 keV",,,,"Detection, Gamma-ray, Observation; Detection, Localization, Gamma-ray, Spectroscopy; Detection, Gamma-ray, Radio, Timing, Observation; Detection, Localization, Gamma-ray; Detection, Gamma-ray, Timing; Detection, Gamma-ray, Timing, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 250312B,,"Fermi/GBM, GRBAlpha, Swift/BAT",180.86,-50.96,4.87,39692,2025-03-12,20:36:56.640000,39708,8.192,,39708.0,"L?, L","39724, 39692, 39736, 39708",10-1000 keV,,,,"Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray; Detection, Gamma-ray, Radio, Timing, Observation"
GRB 250312A,,"GECAM-B, Swift/BAT",29.51,-42.404,0.05,39686,2025-03-12,13:24:17,39829,5.0,0.2,39829.0,,"39829, 39686",,,,,"Detection, Refined Localization, Gamma-ray, Timing, Observation; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Upper Limit"
GRB 250311A,EP250311a,MAXI/GSC,224.318,-2.613,0.33,39660,2025-03-11,01:55:22,39660,,,,,39660,,,,,"Detection, Localization, Gamma-ray, X-ray, Upper Limit, Observation"
GRB 250309B,,"IPN, Fermi/LAT, Konus-Wind, Fermi/GBM, GECAM-B",210.58,-10.86,1.2,39635,2025-03-09,07:36:04.750000,39637,8.0,,39655.0,"L, L?","39652, 39637, 39655, 39629, 39648, 39657, 39635, 39642",10-1000 keV,1.898,"39655, 39649, 39648, 39647",,"Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing; Detection, Localization, Gamma-ray, Spectroscopy, Upper Limit; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Redshift, Upper Limit, Observation; Detection, Localization, Gamma-ray, Spectroscopy; Detection, Localization, Refined Localization, Gamma-ray, Optical, Spectroscopy, Timing, Redshift, Upper Limit, Observation; Detection, Gamma-ray, Optical; Detection, Localization, Gamma-ray; Detection, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 250309A,,Fermi/GBM,46.7,58.0,22.9,39623,2025-03-09,00:42:03,39623,,,,S?,39623,,,,,"Detection, Localization, Gamma-ray"
GRB 250308A,,"IPN, CALET, SVOM/GRM, Swift/BAT, Konus-Wind",160.761,23.741,,39653,2025-03-08,18:06:30.720000,39663,0.4,0.2,39663.0,S,"39653, 39663, 39632, 39676, 39636, 39720",15-5000 keV,,,,"Detection, Localization, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, Timing, Observation; Detection, Localization, Gamma-ray; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Observation; Detection, Gamma-ray, Spectroscopy, Timing, Upper Limit, Observation"
GRB 250307A,,Fermi/GBM,265.6,2.2,2.7,39618,2025-03-07,19:57:53,39618,,,,L?,39618,,,,,"Detection, Localization, Gamma-ray"
GRB 250306A,,"Swift/BAT, NuSTAR, EIRSAT-1/GMOD, AstroSat/CZTI, Konus-Wind",354.724,-47.998,0.0183333333333333,39617,2025-03-06,16:30:03,39616,15.0,,39619.0,L,"39606, 39616, 39622, 39617, 39611, 39619","15-150 keV, 20-200 keV",,,,"Detection, Localization, Gamma-ray, X-ray, Optical, Timing; Detection, Localization, Gamma-ray, Timing; Detection, Gamma-ray, Observation; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, Timing; Detection, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 250305A,,"AstroSat/CZTI, Fermi/GBM, SVOM/GRM",223.7,-3.0,5.0,39597,2025-03-05,15:28:57,39597,4.6,1.5,39602.0,L?,"39613, 39597, 39602","20-200 keV, 15-5000 keV",,,,"Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Optical, Timing, Observation"
GRB 250302A,,"Fermi/GBM, Swift/BAT",236.4,12.2,5.4,39548,2025-03-02,13:46:32,39548,56.0,,39688.0,L?,"39548, 39688, 39675",10-1000 keV,,,,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 250228A,,"Fermi/GBM, Swift/BAT",94.9,-46.81,11.91,39547,2025-02-28,07:23:46.160000,39680,0.6,,39680.0,"S?, S","39547, 39674, 39680",10-1000 keV,,,,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 250226B,,"Fermi/GBM, Swift/BAT, INTEGRAL",284.4,-10.8,1.9,39503,2025-02-26,22:30:23,39519,20.0,,39519.0,L?,"39503, 39673, 39519, 39690",10-1000 keV,,,,"Detection, Localization, Gamma-ray; Detection, Gamma-ray, Timing; Detection, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 250226A,EP250226a,"INTEGRAL, GECAM-B, Konus-Wind, Fermi/GBM, Swift/BAT",222.1,23.8,3.9,39479,2025-02-26,06:34:56,39492,63.5,11.7,39492.0,"L, L?","39518, 39492, 39542, 39479, 39672, 39530",10-1000 keV,3.315,"39487, 39524, 39542, 39530",,"Detection, Gamma-ray, X-ray, Timing; Detection, Refined Localization, Gamma-ray, X-ray, Timing; Detection, Gamma-ray, X-ray, Spectroscopy, Timing, Redshift, Observation; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, X-ray; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing, Redshift, Observation"
GRB 250225B,,"Swift/BAT, Fermi/GBM, Konus-Wind, INTEGRAL, SVOM/GRM, EIRSAT-1/GMOD, GECAM-B",306.134,-41.481,0.0166666666666666,39668,2025-02-25,19:39:10.895000,39498,3.3,,39498.0,L,"39473, 39502, 39498, 39517, 39493, 39541, 39668, 39830","10-1000 keV, 15-5000 keV, 15-150 keV","0.018, 0.95","39473, 40024",,"Detection, Localization, Gamma-ray, X-ray, Optical, Timing; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Gamma-ray, Spectroscopy, Timing, Upper Limit, Observation; Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray, Optical, Timing, Observation; Detection, Gamma-ray; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Refined Localization, Gamma-ray, Timing, Observation"
GRB 250225A,,Fermi/GBM,60.0,-40.5,12.1,39467,2025-02-25,06:25:23,39467,,,,L?,39467,,,,,"Detection, Localization, Gamma-ray"
GRB 250223C,,"Fermi/GBM, SVOM/GRM",262.6,41.0,5.1,39459,2025-02-23,16:18:20,39459,40.5,15.03,39470.0,L?,"39459, 39470",15-2000 keV,,,,"Detection, Localization, Gamma-ray; Detection, Gamma-ray, Timing, Observation"
GRB 250223B,,"Fermi/GBM, Swift/BAT",3.54,43.49,13.0,39435,2025-02-23,10:19:23.760000,39682,2.4,,39682.0,"S, S?","39682, 39671, 39435",10-1000 keV,,,,"Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray"
GRB 250223A,,Fermi/GBM,340.6,-40.3,31.6,39430,2025-02-23,16:36:11,39430,,,,S?,39430,,,,,"Detection, Localization, Gamma-ray"
GRB 250222A,,"SVOM/GRM, IPN, Konus-Wind",359.336,0.946,,39588,2025-02-22,14:24:19,39588,4.3,0.6,39454.0,L,"39454, 39588, 39590",,,,,"Detection, Localization, Gamma-ray, Timing, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Upper Limit; Detection, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 250221A,,"Swift/BAT, Konus-Wind",59.476,-15.137,0.0316666666666666,39471,2025-02-21,03:34:37,39396,5.0,,39396.0,,"39396, 39471, 39423","15-150 keV, 20-400 keV","0.34, 0.768","39413, 39418, 39423",,"Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, Spectroscopy, Redshift"
GRB 250220B,,Fermi/GBM,39.3,45.6,1.0,39391,2025-02-20,23:50:24,39391,,,,L?,39391,,,,,"Detection, Localization, Gamma-ray"
GRB 250220A,,Fermi/GBM,194.6,-60.9,1.0,39389,2025-02-20,22:09:01,39389,,,,L?,39389,,,,,"Detection, Localization, Gamma-ray"
GRB 250217C,,"Fermi/GBM, AstroSat/CZTI, IPN, SVOM/GRM, Konus-Wind",131.6,32.9,5.5,39357,2025-02-17,23:54:41,39357,0.42,0.22,39369.0,"S?, S","39357, 39359, 39365, 39369, 39386, 39367","20-200 keV, 10-1000 keV",,,,"Detection, Localization, Gamma-ray; Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray, X-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation; Detection, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 250217B,,Fermi/GBM,231.3,34.9,6.0,39352,2025-02-17,11:27:19,39352,,,,L?,39352,,,,,"Detection, Localization, Gamma-ray"
GRB 250217A,,Fermi/GBM,154.9,1.9,11.3,39350,2025-02-17,07:47:25,39350,,,,S?,39350,,,,,"Detection, Localization, Gamma-ray"
GRB 250216A,,"AstroSat/CZTI, Fermi/GBM",212.4,60.2,12.7,39347,2025-02-16,20:20:42.400000,39360,,,,L?,"39360, 39347",100-500 keV,,,,"Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray"
GRB 250215A,EP250215a,"AstroSat/CZTI, INTEGRAL, Konus-Wind, Fermi/GBM, SVOM/GRM",157.6,-34.5,2.7,39327,2025-02-15,02:31:54,39331,18.0,,39331.0,"L, L?","39334, 39331, 39375, 39327, 39335, 39342","20-200 keV, 15-5000 keV, 10-1000 keV",4.61,"39348, 39344, 39343, 39375, 39333, 39366, 39345",,"Detection, Gamma-ray, Timing; Detection, Gamma-ray, X-ray, Timing; Detection, Gamma-ray, X-ray, Spectroscopy, Timing, Redshift, Observation; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing, Observation"
GRB 250214A,,"SVOM/GRM, Fermi/GBM",122.8,-41.9,5.3,39320,2025-02-14,05:32:06,39490,6.0,,39490.0,L?,"39490, 39320",15-600 keV,,,,"Detection, Gamma-ray, Timing, Observation; Detection, Localization, Gamma-ray"
GRB 250212A,,Fermi/GBM,282.5,52.8,8.1,39294,2025-02-12,00:49:53,39294,,,,L?,39294,,,,,"Detection, Localization, Gamma-ray"
GRB 250211B,,INTEGRAL,276.3784,-31.9655,0.0333333333333333,39298,2025-02-11,21:27:10,39298,60.0,,39298.0,L,39298,,,,,"Detection, Localization, Refined Localization"
GRB 250210A,,"AstroSat/CZTI, Fermi/GBM, GRBAlpha, INTEGRAL, SVOM/GRM",150.3,-25.5,2.8,39262,2025-02-10,05:31:40,39268,40.0,,39268.0,"L, L?","39267, 39262, 39313, 39268, 39282","100-500 keV, 15-300 keV",,,,"Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray; Detection, Gamma-ray, Radio, Timing, Observation; Detection, Localization, Gamma-ray, Optical, Timing, Observation"
GRB 250209A,,MAXI/GSC,222.844,30.986,0.35,39264,2025-02-09,11:00:00,39264,,,,,39264,,,,X-ray flare from 1RXS J145110.3+310648.,"Detection, Localization, X-ray, Spectroscopy, Upper Limit"
GRB 250208A,,Fermi/GBM,191.4,-11.8,6.8,39225,2025-02-08,05:03:59,39225,,,,L?,39225,,,,,"Detection, Localization, Gamma-ray"
GRB 250207B,,MAXI/GSC,54.362,5.325,0.27,39190,2025-02-07,02:23:36,39190,,,,,39190,,,,,"Detection, Localization, X-ray, Upper Limit"
GRB 250207A,,"Swift/BAT, Fermi/GBM, Konus-Wind",16.097,-12.165,0.0166666666666666,39245,2025-02-07,01:16:03,39181,52.54,19.87,39245.0,"L?, L","39245, 39182, 39181, 39284, 39291","15-150 keV, 10-1000 keV",,39199,,"Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, X-ray, Optical, Timing; Detection, Localization, Gamma-ray; Detection, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation"
GRB 250206A,,"EIRSAT-1/GMOD, Konus-Wind, Fermi/GBM, Fermi/LAT",225.31,-62.26,0.56,39233,2025-02-06,19:51:22.400000,39236,75.6,,39283.0,"L, L?","39236, 39283, 39173, 39290, 39233, 39172",10-1000 keV,,,,"Detection, Gamma-ray, Upper Limit; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Upper Limit, Observation; Detection, Localization, Gamma-ray, Spectroscopy; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Gamma-ray, Observation; Detection, Localization, Gamma-ray"
GRB 250204B,,"Fermi/GBM, SVOM/GRM, IPN, Konus-Wind, AstroSat/CZTI, GRBAlpha",2.35,29.7,2.8,39141,2025-02-04,06:41:13.502000,39142,1.1,0.5,39142.0,"L?, S","39141, 39163, 39145, 39205, 39142, 39255","15-300 keV, 20-200 keV",,,,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Optical, Timing, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, Spectroscopy, Timing, Upper Limit, Observation; Detection, Gamma-ray, Timing; Detection, Gamma-ray, Radio, Timing, Observation"
